Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,"White alone, not Hispanic or Latino Population","White alone, not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White alone, not Hispanic or Latino","Percent of Population that is White alone, not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Two or More Races, Not Hispanic or Latino","Percent of Population that is Two or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Population that is not Hispanic or Latino,Population that is not Hispanic or Latino - Margin of Error,"Two races including some other race, not Hispanic or Latino","Two races including some other race, not Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, not Hispanic or Latino","Two races excluding some other race, and three or more races, not Hispanic or Latino - Margin of Error","White alone, Hispanic or Latino","White alone, Hispanic or Latino - Margin of Error","Black or African American alone, Hispanic or Latino","Black or African American alone, Hispanic or Latino - Margin of Error","American Indian and Alaska Native alone, Hispanic or Latino","American Indian and Alaska Native alone, Hispanic or Latino - Margin of Error","Asian alone, Hispanic or Latino","Asian alone, Hispanic or Latino - Margin of Error","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino","Native Hawaiian and Other Pacific Islander alone, Hispanic or Latino - Margin of Error","Some other race alone, Hispanic or Latino","Some other race alone, Hispanic or Latino - Margin of Error","Two or more races, Hispanic or Latino","Two or more races, Hispanic or Latino - Margin of Error","Two races including some other race, Hispanic or Latino","Two races including some other race, Hispanic or Latino - Margin of Error","Two races excluding some other race, and three or more races, Hispanic or Latino","Two races excluding some other race, and three or more races, Hispanic or Latino - Margin of Error",Shape__Area,Shape__Length,Place Name,Place FIPS
319,39035183402,661215,0,Census Tract 1834.02,Ohio,Cuyahoga County,1798,577,199,64,1481,580,5,11,0,12,0,12,0,12,94,85,19,50,11.1,0.234037290577585,82.4,18.4895380480056,0.3,0.605247097772537,0,0.667408231368187,0,0.667408231368187,0,0.667408231368187,5.2,4.41975257927003,1.1,2.76011307500051,1779,580,0,12,94,85,0,12,0,12,0,12,0,12,0,12,0,12,19,50,19,50,0,12,1178665.66015625,7996.9162358226,Shaker Heights city,71682
320,39035183501,1501815,0,Census Tract 1835.01,Ohio,Cuyahoga County,3323,535,1593,353,1263,511,8,12,104,127,0,12,6,11,179,108,170,184,47.9,7.29917912278268,38,14.107722679654,0.2,0.359033339663063,3.1,3.78848595069469,0,0.36111947035811,0.2,0.329747282579018,5.4,3.13222926181213,5.1,5.47556402525363,3153,540,55,89,124,84,170,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2677078.2578125,7993.45334663431,Shaker Heights city,71682
321,39035183502,1600634,25456,Census Tract 1835.02,Ohio,Cuyahoga County,3493,426,2148,328,785,280,0,12,86,71,0,12,121,168,190,125,163,162,61.5,5.65064562626888,22.5,7.53290259277373,0,0.343544231319782,2.5,2.01033587528915,0,0.343544231319782,3.5,4.79102856778015,5.4,3.51656017837051,4.7,4.6027963295751,3330,441,15,24,175,122,153,161,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2898607.484375,7529.70194115687,Shaker Heights city,71682
322,39035183603,513682,0,Census Tract 1836.03,Ohio,Cuyahoga County,1600,378,98,64,1434,384,0,12,0,12,0,12,0,12,56,54,12,17,6.1,3.72908843573378,89.6,11.2989244672319,0,0.75,0,0.75,0,0.75,0,0.75,3.5,3.27214039038288,0.8,1.04762151555022,1588,377,22,32,34,40,0,12,1,2,0,12,0,12,0,12,11,17,0,12,0,12,0,12,915424.1015625,3850.96066435692,Shaker Heights city,71682
323,39035183604,719764,0,Census Tract 1836.04,Ohio,Cuyahoga County,2308,398,625,150,1482,311,0,12,123,98,0,12,0,12,78,80,0,12,27.1,4.52021973631557,64.2,7.67880027656682,0,0.519930675909879,5.3,4.14545588450158,0,0.519930675909879,0,0.519930675909879,3.4,3.4168609743516,0,0.519930675909879,2308,398,50,74,28,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1282681.5625,4577.97897806216,Shaker Heights city,71682
324,39035183605,924833,0,Census Tract 1836.05,Ohio,Cuyahoga County,2423,358,1046,232,1214,346,0,12,54,63,0,12,0,12,91,95,18,31,43.2,7.14111930314642,50.1,12.2111445561433,0,0.49525381758151,2.2,2.57914745777639,0,0.49525381758151,0,0.49525381758151,3.8,3.88129309819154,0.7,1.27468875431521,2405,360,2,7,89,94,18,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1648136.22265625,5466.04388656904,Shaker Heights city,71682
325,39035183606,503465,0,Census Tract 1836.06,Ohio,Cuyahoga County,1825,309,720,168,902,288,0,12,30,28,0,12,67,60,75,42,31,33,39.5,6.33409491454055,49.4,13.3792839183941,0,0.657534246575342,1.6,1.50878995017499,0,0.657534246575342,3.7,3.22837447244036,4.1,2.19366001128963,1.7,1.78520047064519,1794,312,14,19,61,39,31,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,897216.93359375,4060.3711529673,Shaker Heights city,71682
326,39035184103,5954574,97116,Census Tract 1841.03,Ohio,Cuyahoga County,5199,1141,3878,1053,170,106,0,17,392,166,0,17,0,17,589,341,170,182,74.6,11.9263164861166,3.3,1.90838798496429,0,0.326985958838238,7.5,2.73066941782534,0,0.326985958838238,0,0.326985958838238,11.3,6.06942863075768,3.3,3.42632944884829,5029,1154,200,259,389,265,9,19,60,61,0,17,0,17,0,17,101,122,0,17,0,17,0,17,10768092.1289063,13380.4810074124,Solon city,72928
327,39035184104,16296854,81192,Census Tract 1841.04,Ohio,Cuyahoga County,1672,158,1100,138,186,62,4,7,172,71,0,12,0,12,130,118,80,58,65.8,5.42874594724243,11.1,3.55600539454588,0.2,0.418049465696969,10.3,4.13364526510525,0,0.717703349282297,0,0.717703349282297,7.8,7.01906659804047,4.8,3.43930687881663,1592,164,0,12,130,118,50,50,5,7,0,12,4,6,0,12,15,22,6,9,6,9,0,12,29127737.8320313,27099.3373678017,Solon city,72928
328,39035184105,3267533,3586,Census Tract 1841.05,Ohio,Cuyahoga County,4385,408,2425,279,971,224,0,12,576,150,8,12,0,12,209,100,196,195,55.3,3.74244309869299,22.1,4.67439257740984,0,0.273660205245154,13.1,3.19495965771164,0.2,0.273133219793852,0,0.273660205245154,4.8,2.23696662601272,4.5,4.42748833630033,4189,401,0,12,209,100,107,165,0,12,0,12,0,12,0,12,0,12,89,98,37,62,52,78,5811759.44921875,11224.9345619038,Solon city,72928
329,39035184106,1537031,0,Census Tract 1841.06,Ohio,Cuyahoga County,2317,286,1504,255,114,70,0,12,382,196,0,12,0,12,216,117,101,73,64.9,7.54487612664424,4.9,2.95947559194717,0,0.517911091929219,16.5,8.2107757656996,0,0.517911091929219,0,0.517911091929219,9.3,4.91677234092221,4.4,3.10434022790014,2216,289,0,12,216,117,86,65,0,12,0,12,0,12,0,12,0,12,15,22,15,22,0,12,2732222.62109375,7141.01810523374,Solon city,72928
330,39035184108,18264207,50351,Census Tract 1841.08,Ohio,Cuyahoga County,7391,739,4502,661,868,216,21,36,1477,525,12,18,87,117,30,48,394,347,60.9,6.54906122830793,11.7,2.67619222815479,0.3,0.486249687558945,20,6.81641407058743,0.2,0.24299778519668,1.2,1.57862505562342,0.4,0.648169174464527,5.3,4.6645450255423,6997,846,30,48,0,17,50,101,0,17,0,17,0,17,0,17,0,17,344,337,344,337,0,17,32547463.3203125,23614.8466628097,Solon city,72928
331,39035185101,1686640,0,Census Tract 1851.01,Ohio,Cuyahoga County,3186,597,244,174,2603,664,0,12,1,3,0,12,0,12,217,214,121,142,7.7,5.26947801820392,81.7,14.1413709585853,0,0.376647834274953,0,0.0939780998192568,0,0.376647834274953,0,0.376647834274953,6.8,6.59452028518303,3.8,4.39981746276423,3065,610,38,60,179,198,0,12,0,12,0,12,0,12,0,12,70,106,51,86,51,86,0,12,3013101.82421875,8017.94351490728,South Euclid city,73264
332,39035185102,1034888,0,Census Tract 1851.02,Ohio,Cuyahoga County,2767,441,1121,272,1462,428,7,12,0,12,0,12,0,12,49,60,128,137,40.5,7.41213621986492,52.8,12.9747823235152,0.3,0.431804340824946,0,0.433682688832671,0,0.433682688832671,0,0.433682688832671,1.8,2.14996703667122,4.6,4.89600971307625,2639,434,0,12,49,60,0,12,120,131,8,15,0,12,0,12,0,12,0,12,0,12,0,12,1848238.27734375,5606.36557155633,South Euclid city,73264
333,39035185103,964936,0,Census Tract 1851.03,Ohio,Cuyahoga County,2400,285,1023,182,1247,247,4,10,24,27,0,12,0,12,95,63,7,11,42.6,5.64676436026357,52,8.23704194882676,0.2,0.416196349145048,1,1.118715083254,0,0.5,0,0.5,4,2.58257159415843,0.3,0.457022791944527,2393,283,0,12,95,63,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1722912.125,5823.88580964122,South Euclid city,73264
334,39035185104,3380186,0,Census Tract 1851.04,Ohio,Cuyahoga County,3375,307,1855,340,1205,277,0,12,80,68,0,12,28,36,146,107,61,69,55,8.74591496881369,35.7,7.53749863839482,0,0.355555555555556,2.4,2.00324449740908,0,0.355555555555556,0.8,1.06399376202687,4.3,3.14585549429947,1.8,2.03782319670257,3314,303,0,12,146,107,0,12,36,58,0,12,0,12,0,12,24,38,1,3,1,3,0,12,6037231.8984375,11569.826643192,South Euclid city,73264
335,39035185201,714051,0,Census Tract 1852.01,Ohio,Cuyahoga County,2120,828,433,131,1611,847,0,12,2,3,0,12,0,12,52,55,22,22,20.4,10.0904721842697,76,26.7463223008957,0,0.566037735849057,0.1,0.136628339100192,0,0.566037735849057,0,0.566037735849057,2.5,2.41098508572706,1,0.955313588805778,2098,829,25,36,27,41,7,10,2,1,0,12,0,12,0,12,7,12,6,9,0,12,6,9,1274229.2578125,4720.95466306011,South Euclid city,73264
336,39035185202,1769480,0,Census Tract 1852.02,Ohio,Cuyahoga County,4360,753,1923,800,2190,483,0,12,0,12,0,12,55,77,169,133,23,37,44.1,16.6927732500004,50.2,6.8896459063963,0,0.275229357798165,0,0.275229357798165,0,0.275229357798165,1.3,1.75256551213782,3.9,2.97609720322094,0.5,0.84371916648791,4337,756,0,12,169,133,0,12,0,12,0,12,0,12,0,12,0,12,23,37,0,12,23,37,3158225.30859375,8005.59922884893,South Euclid city,73264
337,39035185203,2516674,0,Census Tract 1852.03,Ohio,Cuyahoga County,3546,421,2333,369,817,163,11,16,105,71,0,12,48,67,131,98,101,61,65.8,6.87542279144279,23,3.69422524659362,0.3,0.449707037555593,3,1.97115145350284,0,0.338409475465313,1.4,1.88260570000744,3.7,2.72865099427062,2.8,1.68668301223271,3445,430,0,12,131,98,65,56,4,8,0,12,0,12,0,12,21,25,11,20,2,5,9,19,4491798.15234375,9200.90078171515,South Euclid city,73264
338,39035186103,6893929,0,Census Tract 1861.03,Ohio,Cuyahoga County,5017,585,4694,557,27,21,0,17,66,96,0,17,0,17,71,87,159,152,93.6,2.05902441853883,0.5,0.413846211173192,0,0.338847917081921,1.3,1.90733575395873,0,0.338847917081921,0,0.338847917081921,1.4,1.72623479524384,3.2,3.00707736243753,4858,556,16,24,55,65,62,99,0,17,0,17,0,17,0,17,30,34,67,92,67,92,0,17,12233393.1914063,15753.1678875302,Strongsville city,75098
339,39035186104,4963690,0,Census Tract 1861.04,Ohio,Cuyahoga County,2659,312,2415,326,19,22,0,12,95,74,0,12,0,12,63,62,67,62,90.8,6.06151720990566,0.7,0.823119514347648,0,0.451297480255735,3.6,2.75124521825656,0,0.451297480255735,0,0.451297480255735,2.4,2.31507084894257,2.5,2.31288283452966,2592,318,31,48,32,43,37,38,0,12,0,12,0,12,0,12,0,12,30,48,30,48,0,12,8813349.86328125,14837.260667076,Strongsville city,75098
340,39035186105,3442215,0,Census Tract 1861.05,Ohio,Cuyahoga County,3669,493,3374,508,62,77,0,12,46,67,0,12,11,15,93,93,83,59,92,6.24663899156674,1.7,2.08634507604469,0,0.327064595257563,1.3,1.81832332706657,0,0.327064595257563,0.3,0.406841111489198,2.5,2.51176387426915,2.3,1.57907697943376,3586,492,64,92,29,32,21,34,9,15,0,12,0,12,0,12,18,21,35,46,35,46,0,12,6111766.609375,9819.83803180479,Strongsville city,75098
341,39035186106,5764834,0,Census Tract 1861.06,Ohio,Cuyahoga County,4711,439,3205,518,649,416,0,12,524,351,0,12,0,12,111,87,222,131,68,8.98390741990636,13.8,8.73658266979954,0,0.254722988749735,11.1,7.37819851283227,0,0.254722988749735,0,0.254722988749735,2.4,1.83364293282856,4.7,2.74583381292497,4489,452,0,12,111,87,46,53,0,12,20,33,0,12,0,12,0,12,156,114,138,112,18,30,10231813.6679688,14681.1528185697,Strongsville city,75098
342,39035186107,10584520,0,Census Tract 1861.07,Ohio,Cuyahoga County,6640,702,5888,528,2,4,0,17,441,486,0,17,84,96,157,141,68,69,88.7,12.293121758119,0,0.060156738335666,0,0.256024096385542,6.6,7.28551857276901,0,0.256024096385542,1.3,1.4395835926247,2.4,2.10872900243901,1,1.03350085058311,6572,706,22,34,135,132,36,57,0,17,0,17,0,17,0,17,32,37,0,17,0,17,0,17,18788784.2617188,17675.8694054047,Strongsville city,75098
343,39035186201,5646324,0,Census Tract 1862.01,Ohio,Cuyahoga County,5652,549,4505,605,71,85,0,17,815,532,0,17,0,17,82,95,179,212,79.7,7.39176170865037,1.3,1.49893424495178,0,0.300778485491861,14.4,9.30780337440506,0,0.300778485491861,0,0.300778485491861,1.5,1.67490291285116,3.2,3.73824861459453,5473,575,20,32,62,87,176,211,0,17,0,17,0,17,0,17,3,11,0,17,0,17,0,17,10013474.625,12639.607802748,Strongsville city,75098
344,39035186202,3789952,0,Census Tract 1862.02,Ohio,Cuyahoga County,4294,307,3930,377,151,165,21,27,121,84,5,8,0,12,18,20,48,42,91.5,5.85373836308013,3.5,3.83433730866294,0.5,0.627811442694952,2.8,1.94581618421133,0.1,0.186120382190842,0,0.279459711224965,0.4,0.464800966329842,1.1,0.974838441402159,4246,322,0,12,18,20,31,30,0,12,0,12,0,12,0,12,17,27,0,12,0,12,0,12,6717462.25,10681.8814480852,Strongsville city,75098
345,39035186203,7906638,2279,Census Tract 1862.03,Ohio,Cuyahoga County,3660,390,3094,398,0,12,0,12,185,133,0,12,0,12,25,23,356,246,84.5,6.09170004392495,0,0.327868852459016,0,0.327868852459016,5.1,3.59374204203788,0,0.327868852459016,0,0.327868852459016,0.7,0.624185965965797,9.7,6.64091704294285,3304,405,7,11,18,20,129,130,13,23,0,12,0,12,0,12,22,20,192,195,157,189,35,48,14023251.3671875,16234.7822366014,Strongsville city,75098
346,39035186205,4747790,1914,Census Tract 1862.05,Ohio,Cuyahoga County,5548,496,4951,489,128,120,0,17,153,116,0,17,0,17,168,165,148,152,89.2,3.74641644506243,2.3,2.15308440371716,0,0.306416726748378,2.8,2.0762565307203,0,0.306416726748378,0,0.306416726748378,3,2.96169771180573,2.7,2.7293261334957,5400,492,9,13,159,166,66,72,0,17,0,17,0,17,0,17,82,138,0,17,0,17,0,17,8423295.60546875,11962.316202411,Strongsville city,75098
347,39035186206,10029950,14047,Census Tract 1862.06,Ohio,Cuyahoga County,4315,579,3725,579,17,38,9,14,378,96,0,12,47,61,66,73,73,72,86.3,6.7728427722492,0.4,0.879060751985881,0.2,0.323240244846993,8.8,1.88891785781385,0,0.278099652375435,1.1,1.40609765409459,1.5,1.67927730065282,1.7,1.65308399214356,4242,582,40,64,26,34,72,72,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,17806344.0117188,20483.2852432826,Strongsville city,75098
348,39035187103,936292,0,Census Tract 1871.03,Ohio,Cuyahoga County,3015,428,1219,278,1716,390,0,12,14,34,0,12,7,10,0,12,59,68,40.4,7.21644803696443,56.9,10.1016676489937,0,0.398009950248756,0.5,1.12576669405889,0,0.398009950248756,0.2,0.330033356966742,0,0.398009950248756,2,2.23821667470737,2956,428,0,12,0,12,59,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1670522.53125,6770.08685617404,University Heights city,78932
349,39035187104,1170373,0,Census Tract 1871.04,Ohio,Cuyahoga County,3161,229,2245,206,695,168,3,5,24,36,0,12,10,17,111,79,73,58,71,3.99964481180707,22,5.0704724993271,0.1,0.158028290433981,0.8,1.13755105238278,0,0.379626700411262,0.3,0.537315934543057,3.5,2.48622788516791,2.3,1.82721891259595,3088,237,0,12,111,79,30,27,0,12,17,26,0,12,0,12,8,13,18,21,12,17,6,10,2087699.625,6621.29721249231,University Heights city,78932
350,39035187105,1244735,0,Census Tract 1871.05,Ohio,Cuyahoga County,3086,275,2551,302,268,126,0,12,141,74,0,12,0,12,62,49,64,42,82.7,6.44247669985488,8.7,4.00894350230334,0,0.388852883992223,4.6,2.36310692259837,0,0.388852883992223,0,0.388852883992223,2,1.5776903164817,2.1,1.34837918262877,3022,276,10,11,52,46,48,41,5,11,0,12,0,12,0,12,0,12,11,17,0,12,11,17,2220527.7578125,7966.1576980542,University Heights city,78932
351,39035187106,1378772,0,Census Tract 1871.06,Ohio,Cuyahoga County,4387,343,3648,375,443,188,0,12,90,65,0,12,13,22,97,73,96,69,83.2,5.54963813132502,10.1,4.21203224579896,0,0.27353544563483,2.1,1.47294259826013,0,0.27353544563483,0.3,0.500946160410533,2.2,1.65500293988904,2.2,1.56349542668491,4291,348,28,39,69,59,36,40,40,44,0,12,0,12,0,12,0,12,20,23,7,12,13,19,2459572.71484375,6995.18949826777,University Heights city,78932
352,39035188103,1457932,0,Census Tract 1881.03,Ohio,Cuyahoga County,3243,509,65,57,3082,521,0,12,0,12,0,12,0,12,27,26,69,106,2,1.72925019918707,95,5.96698089671953,0,0.370027752081406,0,0.370027752081406,0,0.370027752081406,0,0.370027752081406,0.8,0.791005867378502,2.1,3.25147458962518,3174,507,0,12,27,26,0,12,0,12,0,12,0,12,0,12,0,12,69,106,69,106,0,12,2597326.765625,7239.36450167966,Warrensville Heights city,80990
353,39035188106,1096859,0,Census Tract 1881.06,Ohio,Cuyahoga County,2533,674,85,53,2246,647,0,12,0,12,0,12,0,12,187,186,15,25,3.4,1.89229105400855,88.7,9.78598358297039,0,0.473746545598105,0,0.473746545598105,0,0.473746545598105,0,0.473746545598105,7.4,7.07543707266763,0.6,0.974312340432502,2518,672,109,156,78,93,0,12,0,12,0,12,0,12,0,12,0,12,15,25,15,25,0,12,1952924.7890625,6760.55564597043,Warrensville Heights city,80990
354,39035188107,2602380,7667,Census Tract 1881.07,Ohio,Cuyahoga County,2660,685,97,76,2524,689,0,12,8,37,0,12,0,12,31,33,0,12,3.6,2.69840851474315,94.9,8.59335695870469,0,0.451127819548872,0.3,1.38881959246171,0,0.451127819548872,0,0.451127819548872,1.2,1.20375352251206,0,0.451127819548872,2660,685,0,12,31,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4647063.53515625,10919.7017078955,Warrensville Heights city,80990
355,39035189105,6682790,0,Census Tract 1891.05,Ohio,Cuyahoga County,3793,334,3243,335,45,34,0,12,179,111,0,12,18,30,259,114,49,33,85.5,4.61756684610098,1.2,0.890279467097337,0,0.316372264698128,4.7,2.89678806334599,0,0.316372264698128,0.5,0.789825968850158,6.8,2.94477601815226,1.3,0.862554756355945,3744,338,51,57,208,105,28,25,0,12,0,12,0,12,0,12,15,23,6,11,6,11,0,12,11912428.7265625,15360.2111242987,Westlake city,83622
356,39035189107,5775740,0,Census Tract 1891.07,Ohio,Cuyahoga County,4761,559,4499,535,44,48,0,12,135,114,0,12,0,12,27,39,56,63,94.5,1.78096521665476,0.9,1.0023352150478,0,0.252047889098929,2.8,2.37119674492107,0,0.252047889098929,0,0.252047889098929,0.6,0.816444941404863,1.2,1.31602501666097,4705,546,0,12,27,39,0,12,38,62,0,12,0,12,0,12,7,11,11,12,8,7,3,9,10291150.7851563,14931.3893817082,Westlake city,83622
357,39035189108,7264432,0,Census Tract 1891.08,Ohio,Cuyahoga County,4989,760,4110,798,80,56,2,4,589,216,0,12,0,12,113,78,95,91,82.4,9.9173935961786,1.6,1.09556744439959,0,0.0799434781576575,11.8,3.93831329830568,0,0.240529164161155,0,0.240529164161155,2.3,1.52489117643738,1.9,1.800799637659,4894,766,0,12,113,78,82,91,0,12,0,12,0,12,0,12,7,16,6,15,0,12,6,15,12936389.9726563,20318.3655728673,Westlake city,83622
358,39035189109,4516038,0,Census Tract 1891.09,Ohio,Cuyahoga County,3978,591,3072,536,266,288,0,12,169,159,0,12,0,12,91,83,380,199,77.2,7.06544750983274,6.7,7.17133639217904,0,0.301659125188537,4.2,3.94683467568074,0,0.301659125188537,0,0.301659125188537,2.3,2.05861022739996,9.6,4.7969818903461,3598,598,22,23,69,79,159,137,0,12,0,12,0,12,0,12,160,177,61,63,31,40,30,49,8040213.02734375,17742.2455139013,Westlake city,83622
359,39035189110,6235624,0,Census Tract 1891.10,Ohio,Cuyahoga County,4664,541,3833,519,212,161,0,12,288,287,0,12,0,12,197,156,134,108,82.2,5.7405569554485,4.5,3.41146928198958,0,0.257289879931389,6.2,6.11168796233219,0,0.257289879931389,0,0.257289879931389,4.2,3.3086901981993,2.9,2.2915020236545,4530,547,0,12,197,156,123,110,0,12,0,12,0,12,0,12,11,20,0,12,0,12,0,12,11115678.296875,15444.093390838,Westlake city,83622
360,39035189111,7129040,9744,Census Tract 1891.11,Ohio,Cuyahoga County,7290,624,5935,621,189,118,7,14,740,308,0,17,17,28,90,67,312,314,81.4,4.89925670734269,2.6,1.60337111216876,0.1,0.191867931817177,10.2,4.13465569519146,0,0.233196159122085,0.2,0.383568764501212,1.2,0.912971714642448,4.3,4.29166308072371,6978,590,15,24,75,63,69,107,0,17,0,17,0,17,0,17,16,35,227,296,3,10,224,295,12719084.3242188,17795.3213368714,Westlake city,83622
361,39035189112,3662589,0,Census Tract 1891.12,Ohio,Cuyahoga County,4552,756,4096,789,4,7,8,12,170,111,0,12,0,12,209,119,65,69,90,8.78068795959413,0.1,0.153084478154715,0.2,0.26199953698924,3.7,2.35828697832384,0,0.263620386643234,0,0.263620386643234,4.6,2.50055143370907,1.4,1.49715055518939,4487,762,79,111,130,88,0,12,0,12,0,12,0,12,0,12,0,12,65,69,65,69,0,12,6523349.41796875,11318.5267739775,Westlake city,83622
362,39035190502,6912626,0,Census Tract 1905.02,Ohio,Cuyahoga County,2109,314,1979,308,56,76,0,12,28,33,0,12,0,12,40,43,6,23,93.8,4.25381349400849,2.7,3.58185283187557,0,0.568990042674253,1.3,1.55218702596926,0,0.568990042674253,0,0.568990042674253,1.9,2.01923160552667,0.3,1.08974136543124,2103,313,24,39,16,17,0,12,0,12,0,12,0,12,0,12,0,12,6,23,0,12,6,23,12292893.6445313,30207.2143680371,,
363,39035190503,1752707,0,Census Tract 1905.03,Ohio,Cuyahoga County,1779,329,1540,304,11,15,0,12,1,3,0,12,8,11,24,23,195,125,86.6,5.9765925184003,0.6,0.835380293949517,0,0.674536256323777,0.1,0.168313344199034,0,0.674536256323777,0.4,0.612706681099792,1.3,1.26855985729552,11,6.72765703630592,1584,311,13,17,11,16,195,125,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3116763.35546875,7827.30866707004,,
364,39035192300,4642262,50757,Census Tract 1923,Ohio,Cuyahoga County,1500,148,1386,155,33,30,0,12,28,35,0,12,0,12,17,18,36,29,92.4,4.86433300029693,2.2,1.98818562066579,0,0.8,1.9,2.32605309281996,0,0.8,0,0.8,1.1,1.19477855296171,2.4,1.91877657317828,1464,151,12,17,5,6,36,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8285784.1875,16704.2317398991,Brooklyn Heights village,09274
365,39035192800,2675985,496519,Census Tract 1928,Ohio,Cuyahoga County,1422,179,963,117,235,75,0,12,49,31,0,12,8,9,126,94,41,33,67.7,11.8477143854885,16.5,4.84667643251416,0,0.843881856540084,3.4,2.13643968910672,0,0.843881856540084,0.6,0.628936910698912,8.9,6.51562821049568,2.9,2.29211818339869,1381,174,17,21,109,91,35,33,0,12,0,12,0,12,0,12,1,2,5,7,2,5,3,4,4782474.45703125,15478.2909384371,Bratenahl village,08336
366,39035192900,14070177,342481,Census Tract 1929,Ohio,Cuyahoga County,1912,252,1741,214,0,12,0,12,9,11,0,12,4,5,145,126,13,11,91.1,16.4103443256343,0,0.627615062761506,0,0.627615062761506,0.5,0.571958998146567,0,0.627615062761506,0.2,0.260048571544586,7.6,6.51371648328976,0.7,0.568291821681419,1899,251,27,34,118,123,8,8,0,12,0,12,0,12,0,12,0,12,5,7,0,12,5,7,25303042.375,40215.4161629314,Valley View village,79268
367,39035194100,17490127,118118,Census Tract 1941,Ohio,Cuyahoga County,2140,318,1813,330,263,137,0,12,0,12,0,12,0,12,43,48,21,37,84.7,8.90540783378207,12.3,6.13586302273566,0,0.560747663551402,0,0.560747663551402,0,0.560747663551402,0,0.560747663551402,2,2.22302812738737,1,1.72281177189764,2119,324,0,12,43,48,6,9,0,12,0,12,0,12,0,12,0,12,15,35,0,12,15,35,31188500.6679688,33520.9205834936,Walton Hills village,80738
368,39035194300,10200037,20734,Census Tract 1943,Ohio,Cuyahoga County,3344,18,3161,83,99,63,0,12,52,49,0,12,0,12,16,18,16,19,94.5,2.4293437137949,3,1.88390389280961,0,0.358851674641148,1.6,1.46528709749421,0,0.358851674641148,0,0.358851674641148,0.5,0.538271350465961,0.5,0.568175980978731,3328,26,0,12,16,18,6,9,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18264181.5390625,22036.0749599656,Mayfield village,48468
369,39035194500,23262921,335337,Census Tract 1945,Ohio,Cuyahoga County,2158,373,1923,384,2,20,0,12,96,68,0,12,24,21,60,56,53,55,89.1,8.91094846003967,0.1,0.926645608414221,0,0.556070435588508,4.4,3.05581225499094,0,0.556070435588508,1.1,0.953948209703819,2.8,2.55010839867996,2.5,2.51305482703045,2105,370,32,45,28,35,31,43,0,12,0,12,0,12,0,12,18,27,4,6,0,12,4,6,42145183.5585938,31949.9537292275,Gates Mills village,29498
